name,face,type_line,subtype_count,subtypes,set,rarity,scryfall_uri
Mister Fantastic,Mister Fantastic,Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msc,mythic,https://scryfall.com/card/msc/2/mister-fantastic?utm_source=api
"Mister Fantastic, Reed Richards","Mister Fantastic, Reed Richards",Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",msh,uncommon,https://scryfall.com/card/msh/66/mister-fantastic-reed-richards?utm_source=api
"Misty Knight, Hero for Hire","Misty Knight, Hero for Hire",Legendary Creature — Human Detective Hero,3,"Human, Detective, Hero",msh,uncommon,https://scryfall.com/card/msh/145/misty-knight-hero-for-hire?utm_source=api
Mob Lookout,Mob Lookout,Creature — Human Rogue Villain,3,"Human, Rogue, Villain",msc,common,https://scryfall.com/card/msc/821/mob-lookout?utm_source=api
"Mockingbird, Ace Agent","Mockingbird, Ace Agent",Legendary Creature — Human Spy Hero,3,"Human, Spy, Hero",msh,uncommon,https://scryfall.com/card/msh/22/mockingbird-ace-agent?utm_source=api
Moira and Teshar,Moira and Teshar,Legendary Creature — Phyrexian Spirit Bird,3,"Phyrexian, Spirit, Bird",moc,mythic,https://scryfall.com/card/moc/7/moira-and-teshar?utm_source=api
"Moku, Meandering Drummer","Moku, Meandering Drummer",Legendary Creature — Human Bard Ally,3,"Human, Bard, Ally",tle,uncommon,https://scryfall.com/card/tle/122/moku-meandering-drummer?utm_source=api
Molten Lavamancer,Molten Lavamancer,Creature — Elemental Warlock Villain,3,"Elemental, Warlock, Villain",msc,uncommon,https://scryfall.com/card/msc/699/molten-lavamancer?utm_source=api
"Momo, Friendly Flier","Momo, Friendly Flier",Legendary Creature — Lemur Bat Ally,3,"Lemur, Bat, Ally",tla,rare,https://scryfall.com/card/tla/29/momo-friendly-flier?utm_source=api
"Momo, Playful Pet","Momo, Playful Pet",Legendary Creature — Lemur Bat Ally,3,"Lemur, Bat, Ally",tla,uncommon,https://scryfall.com/card/tla/30/momo-playful-pet?utm_source=api
"Momo, Rambunctious Rascal","Momo, Rambunctious Rascal",Legendary Creature — Lemur Bat Ally,3,"Lemur, Bat, Ally",tle,uncommon,https://scryfall.com/card/tle/217/momo-rambunctious-rascal?utm_source=api
Mondronen Shaman // Tovolar's Magehunter,Mondronen Shaman,Creature — Human Shaman Werewolf,3,"Human, Shaman, Werewolf",dka,rare,https://scryfall.com/card/dka/98/mondronen-shaman-tovolars-magehunter?utm_source=api
"Monet, Sensei of the Sewers","Monet, Sensei of the Sewers",Legendary Creature — Rat Ninja Mutant,3,"Rat, Ninja, Mutant",unk,rare,https://scryfall.com/card/unk/RZ06g/monet-sensei-of-the-sewers?utm_source=api
Monk Idealist,Monk Idealist,Creature — Human Monk Cleric,3,"Human, Monk, Cleric",ema,common,https://scryfall.com/card/ema/21/monk-idealist?utm_source=api
Monk Realist,Monk Realist,Creature — Human Monk Cleric,3,"Human, Monk, Cleric",cmd,common,https://scryfall.com/card/cmd/20/monk-realist?utm_source=api
Moon Girl and Devil Dinosaur,Moon Girl and Devil Dinosaur,Legendary Creature — Human Dinosaur Hero,3,"Human, Dinosaur, Hero",msh,rare,https://scryfall.com/card/msh/223/moon-girl-and-devil-dinosaur?utm_source=api
Moon-Blessed Cleric,Moon-Blessed Cleric,Creature — Human Elf Cleric,3,"Human, Elf, Cleric",dsc,uncommon,https://scryfall.com/card/dsc/69/moon-blessed-cleric?utm_source=api
"Moonstone, Harsh Mistress","Moonstone, Harsh Mistress",Legendary Creature — Human Doctor Villain,3,"Human, Doctor, Villain",msh,uncommon,https://scryfall.com/card/msh/107/moonstone-harsh-mistress?utm_source=api
Morbius the Living Vampire,Morbius the Living Vampire,Legendary Creature — Vampire Scientist Villain,3,"Vampire, Scientist, Villain",spm,uncommon,https://scryfall.com/card/spm/137/morbius-the-living-vampire?utm_source=api
Moriok Rigger,Moriok Rigger,Creature — Human Rogue Rigger,3,"Human, Rogue, Rigger",5dn,rare,https://scryfall.com/card/5dn/54/moriok-rigger?utm_source=api
"Morska, Undersea Sleuth","Morska, Undersea Sleuth",Legendary Creature — Vedalken Fish Detective,3,"Vedalken, Fish, Detective",mkc,mythic,https://scryfall.com/card/mkc/3/morska-undersea-sleuth?utm_source=api
"Moseo, Vein's New Dean","Moseo, Vein's New Dean",Legendary Creature — Bird Skeleton Warlock,3,"Bird, Skeleton, Warlock",sos,rare,https://scryfall.com/card/sos/91/moseo-veins-new-dean?utm_source=api
Mountain Bandit,Mountain Bandit,Creature — Human Soldier Rogue,3,"Human, Soldier, Rogue",ptk,common,https://scryfall.com/card/ptk/117/mountain-bandit?utm_source=api
Mounted Archers,Mounted Archers,Creature — Human Soldier Archer,3,"Human, Soldier, Archer",tpr,common,https://scryfall.com/card/tpr/19/mounted-archers?utm_source=api
"Ms. Marvel, Elastic Ally","Ms. Marvel, Elastic Ally",Legendary Creature — Mutant Inhuman Hero,3,"Mutant, Inhuman, Hero",msc,uncommon,https://scryfall.com/card/msc/744/ms-marvel-elastic-ally?utm_source=api
"Ms. Marvel, Kamala Khan","Ms. Marvel, Kamala Khan",Legendary Creature — Mutant Inhuman Hero,3,"Mutant, Inhuman, Hero",msh,rare,https://scryfall.com/card/msh/67/ms-marvel-kamala-khan?utm_source=api
"Mu Yanling, Wind Rider","Mu Yanling, Wind Rider",Legendary Creature — Human Wizard Pilot,3,"Human, Wizard, Pilot",dft,mythic,https://scryfall.com/card/dft/52/mu-yanling-wind-rider?utm_source=api
"Muddle, the Ever-Changing","Muddle, the Ever-Changing",Legendary Creature — Elemental Otter Shapeshifter,3,"Elemental, Otter, Shapeshifter",soc,mythic,https://scryfall.com/card/soc/5/muddle-the-ever-changing?utm_source=api
Mul Daya Channelers,Mul Daya Channelers,Creature — Elf Druid Shaman,3,"Elf, Druid, Shaman",roe,rare,https://scryfall.com/card/roe/198/mul-daya-channelers?utm_source=api
Munda's Vanguard,Munda's Vanguard,Creature — Kor Knight Ally,3,"Kor, Knight, Ally",ogw,rare,https://scryfall.com/card/ogw/29/mundas-vanguard?utm_source=api
Murasa Pyromancer,Murasa Pyromancer,Creature — Human Shaman Ally,3,"Human, Shaman, Ally",zen,uncommon,https://scryfall.com/card/zen/139/murasa-pyromancer?utm_source=api
Murasa Ranger,Murasa Ranger,Creature — Human Warrior Ranger,3,"Human, Warrior, Ranger",bfz,uncommon,https://scryfall.com/card/bfz/178/murasa-ranger?utm_source=api
Mutant Town Musicians,Mutant Town Musicians,Creature — Mutant Bard Performer,3,"Mutant, Bard, Performer",tmt,common,https://scryfall.com/card/tmt/97/mutant-town-musicians?utm_source=api
Mystic Crusader,Mystic Crusader,Creature — Human Nomad Mystic,3,"Human, Nomad, Mystic",ody,rare,https://scryfall.com/card/ody/33/mystic-crusader?utm_source=api
Mystic Enforcer,Mystic Enforcer,Creature — Human Nomad Mystic,3,"Human, Nomad, Mystic",dmr,uncommon,https://scryfall.com/card/dmr/192/mystic-enforcer?utm_source=api
Mystic Penitent,Mystic Penitent,Creature — Human Nomad Mystic,3,"Human, Nomad, Mystic",ody,uncommon,https://scryfall.com/card/ody/34/mystic-penitent?utm_source=api
Mystic Visionary,Mystic Visionary,Creature — Human Nomad Mystic,3,"Human, Nomad, Mystic",ody,common,https://scryfall.com/card/ody/35/mystic-visionary?utm_source=api
Mystic Zealot,Mystic Zealot,Creature — Human Nomad Mystic,3,"Human, Nomad, Mystic",dmr,common,https://scryfall.com/card/dmr/16/mystic-zealot?utm_source=api
"Nakia, Wakandan Operative","Nakia, Wakandan Operative",Legendary Creature — Human Warrior Hero,3,"Human, Warrior, Hero",msc,rare,https://scryfall.com/card/msc/69/nakia-wakandan-operative?utm_source=api
Namor the Sub-Mariner,Namor the Sub-Mariner,Legendary Creature — Mutant Merfolk Villain,3,"Mutant, Merfolk, Villain",msh,mythic,https://scryfall.com/card/msh/69/namor-the-sub-mariner?utm_source=api
"Namor, Atlantean King","Namor, Atlantean King",Legendary Creature — Mutant Merfolk Noble,3,"Mutant, Merfolk, Noble",msc,rare,https://scryfall.com/card/msc/88/namor-atlantean-king?utm_source=api
"Namor, Scourge of the Seas","Namor, Scourge of the Seas",Legendary Creature — Mutant Merfolk Villain,3,"Mutant, Merfolk, Villain",msc,rare,https://scryfall.com/card/msc/631/namor-scourge-of-the-seas?utm_source=api
"Namora, the Sea Queen","Namora, the Sea Queen",Legendary Creature — Mutant Merfolk Hero,3,"Mutant, Merfolk, Hero",msc,uncommon,https://scryfall.com/card/msc/632/namora-the-sea-queen?utm_source=api
Nantuko Vigilante,Nantuko Vigilante,Creature — Insect Druid Mutant,3,"Insect, Druid, Mutant",mkc,common,https://scryfall.com/card/mkc/177/nantuko-vigilante?utm_source=api
"Nashi, Searcher in the Dark","Nashi, Searcher in the Dark",Legendary Creature — Rat Ninja Wizard,3,"Rat, Ninja, Wizard",dsk,rare,https://scryfall.com/card/dsk/223/nashi-searcher-in-the-dark?utm_source=api
Necrogen Rotpriest,Necrogen Rotpriest,Creature — Phyrexian Zombie Cleric,3,"Phyrexian, Zombie, Cleric",one,uncommon,https://scryfall.com/card/one/212/necrogen-rotpriest?utm_source=api
"Neera, Wild Mage","Neera, Wild Mage",Legendary Creature — Human Elf Shaman,3,"Human, Elf, Shaman",clb,rare,https://scryfall.com/card/clb/288/neera-wild-mage?utm_source=api
"Neheb, Dreadhorde Champion","Neheb, Dreadhorde Champion",Legendary Creature — Zombie Minotaur Warrior,3,"Zombie, Minotaur, Warrior",dmc,rare,https://scryfall.com/card/dmc/125/neheb-dreadhorde-champion?utm_source=api
"Neheb, the Eternal","Neheb, the Eternal",Legendary Creature — Zombie Minotaur Warrior,3,"Zombie, Minotaur, Warrior",mkc,mythic,https://scryfall.com/card/mkc/158/neheb-the-eternal?utm_source=api
Nested Ghoul,Nested Ghoul,Creature — Phyrexian Zombie Warrior,3,"Phyrexian, Zombie, Warrior",mbs,uncommon,https://scryfall.com/card/mbs/48/nested-ghoul?utm_source=api
"Nethroi, Apex of Death","Nethroi, Apex of Death",Legendary Creature — Cat Nightmare Beast,3,"Cat, Nightmare, Beast",dmc,mythic,https://scryfall.com/card/dmc/163/nethroi-apex-of-death?utm_source=api
Nexos,Nexos,Creature — Human Tyranid Advisor,3,"Human, Tyranid, Advisor",40k,rare,https://scryfall.com/card/40k/95/nexos?utm_source=api
"Nick Fury, Agent of S.H.I.E.L.D.","Nick Fury, Agent of S.H.I.E.L.D.",Legendary Creature — Human Spy Hero,3,"Human, Spy, Hero",msh,rare,https://scryfall.com/card/msh/25/nick-fury-agent-of-shield?utm_source=api
"Nick Fury, Spymaster","Nick Fury, Spymaster",Legendary Creature — Human Spy Hero,3,"Human, Spy, Hero",msc,rare,https://scryfall.com/card/msc/603/nick-fury-spymaster?utm_source=api
"Nico Minoru, Runaway","Nico Minoru, Runaway",Legendary Creature — Human Warlock Hero,3,"Human, Warlock, Hero",msc,mythic,https://scryfall.com/card/msc/700/nico-minoru-runaway?utm_source=api
"Night Nurse, Healer of Heroes","Night Nurse, Healer of Heroes",Legendary Creature — Human Doctor Hero,3,"Human, Doctor, Hero",msh,uncommon,https://scryfall.com/card/msh/26/night-nurse-healer-of-heroes?utm_source=api
Nimana Sell-Sword,Nimana Sell-Sword,Creature — Human Warrior Ally,3,"Human, Warrior, Ally",zen,common,https://scryfall.com/card/zen/106/nimana-sell-sword?utm_source=api
Ninja of the Hand,Ninja of the Hand,Creature — Human Ninja Villain,3,"Human, Ninja, Villain",msh,common,https://scryfall.com/card/msh/108/ninja-of-the-hand?utm_source=api
Nirkana Assassin,Nirkana Assassin,Creature — Vampire Assassin Ally,3,"Vampire, Assassin, Ally",bfz,common,https://scryfall.com/card/bfz/118/nirkana-assassin?utm_source=api
Noble Templar,Noble Templar,Creature — Human Cleric Soldier,3,"Human, Cleric, Soldier",a25,common,https://scryfall.com/card/a25/25/noble-templar?utm_source=api
Nomad Mythmaker,Nomad Mythmaker,Creature — Human Nomad Cleric,3,"Human, Nomad, Cleric",10e,rare,https://scryfall.com/card/10e/30/nomad-mythmaker?utm_source=api
Nomads en-Kor,Nomads en-Kor,Creature — Kor Nomad Soldier,3,"Kor, Nomad, Soldier",tpr,common,https://scryfall.com/card/tpr/20/nomads-en-kor?utm_source=api
Norin and Feldon,Norin and Feldon,Legendary Creature — Human Warrior Artificer,3,"Human, Warrior, Artificer",unk,rare,https://scryfall.com/card/unk/RR02/norin-and-feldon?utm_source=api
Norman Osborn // Green Goblin,Norman Osborn,Legendary Creature — Human Scientist Villain,3,"Human, Scientist, Villain",spm,mythic,https://scryfall.com/card/spm/39/norman-osborn-green-goblin?utm_source=api
Norman Osborn // Green Goblin,Green Goblin,Legendary Creature — Goblin Human Villain,3,"Goblin, Human, Villain",spm,mythic,https://scryfall.com/card/spm/39/norman-osborn-green-goblin?utm_source=api
North Pole Patrol,North Pole Patrol,Creature — Human Soldier Ally,3,"Human, Soldier, Ally",tla,uncommon,https://scryfall.com/card/tla/65/north-pole-patrol?utm_source=api
North Wind Avatar,North Wind Avatar,Creature — Dragon Spirit Avatar,3,"Dragon, Spirit, Avatar",tmt,mythic,https://scryfall.com/card/tmt/162/north-wind-avatar?utm_source=api
Norwood Ranger,Norwood Ranger,Creature — Elf Scout Ranger,3,"Elf, Scout, Ranger",9ed,common,https://scryfall.com/card/9ed/260/norwood-ranger?utm_source=api
Notorious Assassin,Notorious Assassin,Creature — Human Spellshaper Assassin,3,"Human, Spellshaper, Assassin",mmq,rare,https://scryfall.com/card/mmq/150/notorious-assassin?utm_source=api
Novijen Sages,Novijen Sages,Creature — Human Advisor Mutant,3,"Human, Advisor, Mutant",mm2,uncommon,https://scryfall.com/card/mm2/53/novijen-sages?utm_source=api
Oakhame Ranger // Bring Back,Oakhame Ranger,Creature — Elf Knight Ranger,3,"Elf, Knight, Ranger",eld,uncommon,https://scryfall.com/card/eld/212/oakhame-ranger-bring-back?utm_source=api
Oakshade Stalker // Moonlit Ambusher,Oakshade Stalker,Creature — Human Ranger Werewolf,3,"Human, Ranger, Werewolf",vow,uncommon,https://scryfall.com/card/vow/212/oakshade-stalker-moonlit-ambusher?utm_source=api
Oil-Gorger Troll,Oil-Gorger Troll,Creature — Phyrexian Troll Warrior,3,"Phyrexian, Troll, Warrior",one,common,https://scryfall.com/card/one/177/oil-gorger-troll?utm_source=api
"Okoye, Dora Milaje Leader","Okoye, Dora Milaje Leader",Legendary Creature — Human Warrior Hero,3,"Human, Warrior, Hero",msh,uncommon,https://scryfall.com/card/msh/27/okoye-dora-milaje-leader?utm_source=api
"Okoye, Mighty and Adored","Okoye, Mighty and Adored",Legendary Creature — Human Warrior Hero,3,"Human, Warrior, Hero",msc,rare,https://scryfall.com/card/msc/89/okoye-mighty-and-adored?utm_source=api
"Old Hob, Alleycat Blues","Old Hob, Alleycat Blues",Legendary Creature — Cat Mutant Rebel,3,"Cat, Mutant, Rebel",tmt,uncommon,https://scryfall.com/card/tmt/99/old-hob-alleycat-blues?utm_source=api
Oltec Archaeologists,Oltec Archaeologists,Creature — Human Artificer Scout,3,"Human, Artificer, Scout",lci,common,https://scryfall.com/card/lci/27/oltec-archaeologists?utm_source=api
Ondu Champion,Ondu Champion,Creature — Minotaur Warrior Ally,3,"Minotaur, Warrior, Ally",bfz,common,https://scryfall.com/card/bfz/149/ondu-champion?utm_source=api
Ondu Cleric,Ondu Cleric,Creature — Kor Cleric Ally,3,"Kor, Cleric, Ally",zen,common,https://scryfall.com/card/zen/30/ondu-cleric?utm_source=api
Ondu War Cleric,Ondu War Cleric,Creature — Human Cleric Ally,3,"Human, Cleric, Ally",ogw,common,https://scryfall.com/card/ogw/31/ondu-war-cleric?utm_source=api
One-Clown Band,One-Clown Band,Artifact Creature — Clown Robot Bard,3,"Clown, Robot, Bard",unf,common,https://scryfall.com/card/unf/117/one-clown-band?utm_source=api
Oran-Rief Survivalist,Oran-Rief Survivalist,Creature — Human Warrior Ally,3,"Human, Warrior, Ally",zen,common,https://scryfall.com/card/zen/174/oran-rief-survivalist?utm_source=api
Order of Leitbur,Order of Leitbur,Creature — Human Cleric Knight,3,"Human, Cleric, Knight",me1,common,https://scryfall.com/card/me1/22/order-of-leitbur?utm_source=api
Order of Yawgmoth,Order of Yawgmoth,Creature — Phyrexian Zombie Knight,3,"Phyrexian, Zombie, Knight",dde,uncommon,https://scryfall.com/card/dde/11/order-of-yawgmoth?utm_source=api
Orochi Ranger,Orochi Ranger,Creature — Snake Warrior Ranger,3,"Snake, Warrior, Ranger",chk,common,https://scryfall.com/card/chk/235/orochi-ranger?utm_source=api
Orochi Soul-Reaver,Orochi Soul-Reaver,Creature — Snake Ninja Rogue,3,"Snake, Ninja, Rogue",otc,rare,https://scryfall.com/card/otc/22/orochi-soul-reaver?utm_source=api
"Osgood, Operation Double","Osgood, Operation Double",Legendary Creature — Human Alien Shapeshifter,3,"Human, Alien, Shapeshifter",who,rare,https://scryfall.com/card/who/191/osgood-operation-double?utm_source=api
Outrider en-Kor,Outrider en-Kor,Creature — Kor Rebel Knight,3,"Kor, Rebel, Knight",tsr,uncommon,https://scryfall.com/card/tsr/30/outrider-en-kor?utm_source=api
Overt Operative,Overt Operative,Creature — Human Ninja Rigger,3,"Human, Ninja, Rigger",ust,uncommon,https://scryfall.com/card/ust/64/overt-operative?utm_source=api
"Owen Grady, Raptor Trainer","Owen Grady, Raptor Trainer",Legendary Creature — Human Soldier Scientist,3,"Human, Soldier, Scientist",rex,rare,https://scryfall.com/card/rex/16/owen-grady-raptor-trainer?utm_source=api
"Peggy Carter, Secret Agent","Peggy Carter, Secret Agent",Legendary Creature — Human Spy Hero,3,"Human, Spy, Hero",msc,uncommon,https://scryfall.com/card/msc/523/peggy-carter-secret-agent?utm_source=api
Peter Parker // Amazing Spider-Man,Peter Parker,Legendary Creature — Human Scientist Hero,3,"Human, Scientist, Hero",spm,mythic,https://scryfall.com/card/spm/10/peter-parker-amazing-spider-man?utm_source=api
Peter Parker // Amazing Spider-Man,Amazing Spider-Man,Legendary Creature — Spider Human Hero,3,"Spider, Human, Hero",spm,mythic,https://scryfall.com/card/spm/10/peter-parker-amazing-spider-man?utm_source=api
Phantom Flock,Phantom Flock,Creature — Bird Soldier Spirit,3,"Bird, Soldier, Spirit",dmr,common,https://scryfall.com/card/dmr/20/phantom-flock?utm_source=api
Phantom Nishoba,Phantom Nishoba,Creature — Cat Beast Spirit,3,"Cat, Beast, Spirit",dmr,rare,https://scryfall.com/card/dmr/193/phantom-nishoba?utm_source=api
Pharaoh Rama-Tut,Pharaoh Rama-Tut,Legendary Creature — Human Noble Villain,3,"Human, Noble, Villain",msc,uncommon,https://scryfall.com/card/msc/634/pharaoh-rama-tut?utm_source=api
Phyrexian Crusader,Phyrexian Crusader,Creature — Phyrexian Zombie Knight,3,"Phyrexian, Zombie, Knight",mbs,rare,https://scryfall.com/card/mbs/50/phyrexian-crusader?utm_source=api
Phyrexian Cytoshaper,Phyrexian Cytoshaper,Creature — Phyrexian Mutant Snake,3,"Phyrexian, Mutant, Snake",unk,rare,https://scryfall.com/card/unk/RG04/phyrexian-cytoshaper?utm_source=api
Phyrexian Driver,Phyrexian Driver,Creature — Phyrexian Zombie Mercenary,3,"Phyrexian, Zombie, Mercenary",nem,common,https://scryfall.com/card/nem/64/phyrexian-driver?utm_source=api
Phyrexian Missionary,Phyrexian Missionary,Creature — Phyrexian Human Cleric,3,"Phyrexian, Human, Cleric",dmu,uncommon,https://scryfall.com/card/dmu/27/phyrexian-missionary?utm_source=api
Phyrexian Prowler,Phyrexian Prowler,Creature — Phyrexian Zombie Mercenary,3,"Phyrexian, Zombie, Mercenary",nem,uncommon,https://scryfall.com/card/nem/65/phyrexian-prowler?utm_source=api
Phyrexian Swarmlord,Phyrexian Swarmlord,Creature — Phyrexian Insect Horror,3,"Phyrexian, Insect, Horror",nph,rare,https://scryfall.com/card/nph/119/phyrexian-swarmlord?utm_source=api
"Pietra, Crafter of Clowns","Pietra, Crafter of Clowns",Legendary Creature — Human Clown Artificer,3,"Human, Clown, Artificer",unf,uncommon,https://scryfall.com/card/unf/176/pietra-crafter-of-clowns?utm_source=api
Pious Warrior,Pious Warrior,Creature — Human Rebel Warrior,3,"Human, Rebel, Warrior",mmq,common,https://scryfall.com/card/mmq/34/pious-warrior?utm_source=api
"Pipsqueak, Rebel Strongarm","Pipsqueak, Rebel Strongarm",Legendary Creature — Human Rebel Ally,3,"Human, Rebel, Ally",tle,uncommon,https://scryfall.com/card/tle/82/pipsqueak-rebel-strongarm?utm_source=api
Plague Dogs,Plague Dogs,Creature — Phyrexian Zombie Dog,3,"Phyrexian, Zombie, Dog",uds,uncommon,https://scryfall.com/card/uds/66/plague-dogs?utm_source=api
Plague Stinger,Plague Stinger,Creature — Phyrexian Insect Horror,3,"Phyrexian, Insect, Horror",som,common,https://scryfall.com/card/som/75/plague-stinger?utm_source=api
"Pol Jamaar, Illusionist","Pol Jamaar, Illusionist",Legendary Creature — Human Illusion Wizard,3,"Human, Illusion, Wizard",j25,mythic,https://scryfall.com/card/j25/38/pol-jamaar-illusionist?utm_source=api
Possessed Aven,Possessed Aven,Creature — Bird Soldier Horror,3,"Bird, Soldier, Horror",tor,rare,https://scryfall.com/card/tor/45/possessed-aven?utm_source=api
Possessed Barbarian,Possessed Barbarian,Creature — Human Barbarian Horror,3,"Human, Barbarian, Horror",tor,rare,https://scryfall.com/card/tor/111/possessed-barbarian?utm_source=api
Possessed Nomad,Possessed Nomad,Creature — Human Nomad Horror,3,"Human, Nomad, Horror",tor,rare,https://scryfall.com/card/tor/13/possessed-nomad?utm_source=api
Praetorhoof Behemoth,Praetorhoof Behemoth,Creature — Phyrexian Praetor Beast,3,"Phyrexian, Praetor, Beast",unk,rare,https://scryfall.com/card/unk/RG06a/praetorhoof-behemoth?utm_source=api
Predation Steward,Predation Steward,Creature — Phyrexian Elf Warrior,3,"Phyrexian, Elf, Warrior",one,common,https://scryfall.com/card/one/180/predation-steward?utm_source=api
Pretending Poxbearers,Pretending Poxbearers,Creature — Human Citizen Ally,3,"Human, Citizen, Ally",tla,common,https://scryfall.com/card/tla/237/pretending-poxbearers?utm_source=api
Pride of the Road,Pride of the Road,Creature — Zombie Cat Warrior,3,"Zombie, Cat, Warrior",dft,uncommon,https://scryfall.com/card/dft/24/pride-of-the-road?utm_source=api
Priest of Urabrask,Priest of Urabrask,Creature — Phyrexian Human Cleric,3,"Phyrexian, Human, Cleric",nph,uncommon,https://scryfall.com/card/nph/90/priest-of-urabrask?utm_source=api
Priest of Yawgmoth,Priest of Yawgmoth,Creature — Phyrexian Human Cleric,3,"Phyrexian, Human, Cleric",atq,common,https://scryfall.com/card/atq/19/priest-of-yawgmoth?utm_source=api
Priest of the Crossing,Priest of the Crossing,Creature — Zombie Bird Cleric,3,"Zombie, Bird, Cleric",drc,rare,https://scryfall.com/card/drc/6/priest-of-the-crossing?utm_source=api
Prime Speaker Vannifar,Prime Speaker Vannifar,Legendary Creature — Elf Ooze Wizard,3,"Elf, Ooze, Wizard",rna,mythic,https://scryfall.com/card/rna/195/prime-speaker-vannifar?utm_source=api
Princess Yue,Princess Yue,Legendary Creature — Human Noble Ally,3,"Human, Noble, Ally",tle,uncommon,https://scryfall.com/card/tle/95/princess-yue?utm_source=api
Prodigal Sorcerer,Prodigal Sorcerer,Creature — Human Wizard Sorcerer,3,"Human, Wizard, Sorcerer",ema,uncommon,https://scryfall.com/card/ema/67/prodigal-sorcerer?utm_source=api
Professional Wrestler,Professional Wrestler,Creature — Human Warrior Performer,3,"Human, Warrior, Performer",spm,common,https://scryfall.com/card/spm/110/professional-wrestler?utm_source=api
Professor Hulk,Professor Hulk,Legendary Creature — Gamma Scientist Hero,3,"Gamma, Scientist, Hero",msc,rare,https://scryfall.com/card/msc/37/professor-hulk?utm_source=api
"Professor Zei, Anthropologist","Professor Zei, Anthropologist",Legendary Creature — Human Advisor Ally,3,"Human, Advisor, Ally",tla,uncommon,https://scryfall.com/card/tla/238/professor-zei-anthropologist?utm_source=api
Progenitor Exarch,Progenitor Exarch,Creature — Phyrexian Cat Cleric,3,"Phyrexian, Cat, Cleric",mom,rare,https://scryfall.com/card/mom/32/progenitor-exarch?utm_source=api
"Prowler, Clawed Thief","Prowler, Clawed Thief",Legendary Creature — Human Rogue Villain,3,"Human, Rogue, Villain",msc,uncommon,https://scryfall.com/card/msc/186/prowler-clawed-thief?utm_source=api
"Prowler, Misguided Mentor","Prowler, Misguided Mentor",Legendary Creature — Human Rogue Villain,3,"Human, Rogue, Villain",spe,uncommon,https://scryfall.com/card/spe/17/prowler-misguided-mentor?utm_source=api
Punk Frogs,Punk Frogs,Creature — Frog Mutant Rebel,3,"Frog, Mutant, Rebel",tmt,common,https://scryfall.com/card/tmt/164/punk-frogs?utm_source=api
"Puppet Master, String Puller","Puppet Master, String Puller",Legendary Creature — Human Artificer Villain,3,"Human, Artificer, Villain",msc,rare,https://scryfall.com/card/msc/59/puppet-master-string-puller?utm_source=api
Putrid Pals,Putrid Pals,Creature — Human Ooze Mutant,3,"Human, Ooze, Mutant",tmt,common,https://scryfall.com/card/tmt/165/putrid-pals?utm_source=api
Putrid Raptor,Putrid Raptor,Creature — Zombie Dinosaur Beast,3,"Zombie, Dinosaur, Beast",scg,uncommon,https://scryfall.com/card/scg/71/putrid-raptor?utm_source=api
Putrid Warrior,Putrid Warrior,Creature — Zombie Soldier Warrior,3,"Zombie, Soldier, Warrior",apc,common,https://scryfall.com/card/apc/117/putrid-warrior?utm_source=api
"Quake, Agent of S.H.I.E.L.D.","Quake, Agent of S.H.I.E.L.D.",Legendary Creature — Inhuman Spy Hero,3,"Inhuman, Spy, Hero",msh,uncommon,https://scryfall.com/card/msh/32/quake-agent-of-shield?utm_source=api
Queen of Ice // Rage of Winter,Queen of Ice,Creature — Human Noble Wizard,3,"Human, Noble, Wizard",eld,common,https://scryfall.com/card/eld/61/queen-of-ice-rage-of-winter?utm_source=api
Quirion Explorer,Quirion Explorer,Creature — Elf Druid Scout,3,"Elf, Druid, Scout",c16,common,https://scryfall.com/card/c16/160/quirion-explorer?utm_source=api
Radioactive Man,Radioactive Man,Legendary Creature — Human Scientist Villain,3,"Human, Scientist, Villain",msc,uncommon,https://scryfall.com/card/msc/665/radioactive-man?utm_source=api
Raging Goblinoids,Raging Goblinoids,Creature — Goblin Berserker Villain,3,"Goblin, Berserker, Villain",spm,uncommon,https://scryfall.com/card/spm/85/raging-goblinoids?utm_source=api
Rakish Revelers,Rakish Revelers,Creature — Elf Druid Rogue,3,"Elf, Druid, Rogue",snc,common,https://scryfall.com/card/snc/214/rakish-revelers?utm_source=api
Ramosian Revivalist,Ramosian Revivalist,Creature — Human Rebel Cleric,3,"Human, Rebel, Cleric",fut,uncommon,https://scryfall.com/card/fut/30/ramosian-revivalist?utm_source=api
Rampaging Ursaguana,Rampaging Ursaguana,Creature — Bear Lizard Mutant,3,"Bear, Lizard, Mutant",ymkm,rare,https://scryfall.com/card/ymkm/18/rampaging-ursaguana?utm_source=api
Ranger of Eos,Ranger of Eos,Creature — Human Soldier Ranger,3,"Human, Soldier, Ranger",mm3,rare,https://scryfall.com/card/mm3/19/ranger-of-eos?utm_source=api
Ranger-Captain of Eos,Ranger-Captain of Eos,Creature — Human Soldier Ranger,3,"Human, Soldier, Ranger",mh1,mythic,https://scryfall.com/card/mh1/21/ranger-captain-of-eos?utm_source=api
"Raph & Leo, Sibling Rivals","Raph & Leo, Sibling Rivals",Legendary Creature — Mutant Ninja Turtle,3,"Mutant, Ninja, Turtle",tmt,rare,https://scryfall.com/card/tmt/166/raph-&-leo-sibling-rivals?utm_source=api
